Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
2021-06-10,1406417.0,25849.0,35504029.0,3.7414658153764297,0.003963820164937459,1.837932846374866,2524.4311608861385
2021-06-11,1407798.0,25863.0,35581916.0,3.7451396648044692,0.0036738494280394995,1.8371243601709903,2527.4873241757696
2021-06-12,1408935.0,25883.0,35639265.0,3.748164405426975,0.003024740622505906,1.8370613264628959,2529.51804022187
2021-06-13,1409909.0,25895.0,35647517.0,3.750755520085129,0.00259111465815387,1.8366433578337324,2528.355872613055
2021-06-14,1411228.0,25921.0,35785462.0,3.7542644320297955,0.003508911944666515,1.8367691117239737,2535.7675726388647
2021-06-15,1412121.0,25943.0,35830746.0,3.7566400638467674,0.002375631816971868,1.8371655120205703,2537.370806042825
2021-06-16,1413203.0,25992.0,35889917.0,3.7595184889598294,0.002878425113062022,1.8392262116624436,2539.615115450505
2021-06-17,1414304.0,26004.0,35974549.0,3.7624474594306996,0.0029289704708701514,1.8386428943140936,2543.6220925628436
2021-06-18,1415272.0,26016.0,36052705.0,3.765022612396914,0.002575152966214578,1.838233215947182,2547.404668501885
2021-06-19,1416009.0,26042.0,36104847.0,3.7669832402234635,0.001960627826549377,1.8391126045102821,2549.761124399633
2021-06-20,1416589.0,26055.0,36111298.0,3.7685262037776,0.0015429635541366338,1.8392773062617316,2549.172554636525
2021-06-21,1417625.0,26103.0,36243642.0,3.7712822559191275,0.0027560521415272987,1.8413191076624635,2556.64523410634
2021-06-22,1418135.0,26121.0,36287490.0,3.7726389997339718,0.0013567438148442967,1.841926191794152,2558.8177430216447
2021-06-23,1418853.0,26144.0,36344745.0,3.7745490822027135,0.0019100824687416917,1.8426151264436839,2561.5581741026026
2021-06-24,1419569.0,26162.0,36415725.0,3.7764538441074755,0.0019047619047620756,1.8429537415933992,2565.266288570686
2021-06-25,1420191.0,26174.0,36484663.0,3.778108539505187,0.0016546953977116807,1.8429915412786027,2568.9969166119204
2021-06-26,1420724.0,26184.0,36527044.0,3.7795264698057993,0.0014179303006121025,1.8430039895152048,2571.016186113559
2021-06-27,1421122.0,26187.0,36533130.0,3.780585262037776,0.0010587922319764687,1.8426989378814769,2570.7243994533897
2021-06-28,1422053.0,26215.0,36643986.0,3.7830619845703644,0.002476722532588571,1.8434615306180573,2576.836868949329
2021-06-29,1422618.0,26246.0,36705571.0,3.7845650438946525,0.0015030593242881807,1.8449084715643975,2580.1424556697584
2021-06-30,1423170.0,26273.0,36768392.0,3.7860335195530723,0.0014684756584197878,1.8460900665415936,2583.5558647245234
2021-07-01,1423321.0,26273.0,36834559.0,3.786435222133546,0.00040170258047389495,1.8458942150084205,2587.9305511546586
2021-07-02,1424160.0,26306.0,36897574.0,3.788667198723065,0.0022319765895186805,1.8471239186608246,2590.83066509381
2021-07-03,1424502.0,26312.0,36942317.0,3.7895770151636072,0.0009098164405423326,1.8471016537709317,2593.3496056867593
2021-07-04,1424784.0,26316.0,36946410.0,3.790327214684756,0.0007501995211489643,1.8470168109692418,2593.1235892598456
2021-07-05,1425594.0,26336.0,37043785.0,3.7924820430965687,0.0021548284118124705,1.8473702891566604,2598.4807034821974
2021-07-06,1425884.0,26345.0,37086569.0,3.793253524873637,0.0007714817770683169,1.8476257535676115,2600.9527422988126
2021-07-07,1426435.0,26356.0,37148758.0,3.794719340250066,0.0014658153764290915,1.8476832102409153,2604.307802318367
2021-07-08,1427027.0,26375.0,37215006.0,3.7962942271880817,0.0015748869380156627,1.8482481410653058,2607.869788027837
2021-07-09,1427582.0,26383.0,37279413.0,3.797770683692472,0.0014764565043901001,1.8480899871250827,2611.367543160393
2021-07-10,1427899.0,26389.0,37328076.0,3.798613993083267,0.0008433093907953548,1.8480999006232235,2614.195821973403
2021-07-11,1428162.0,26396.0,37332815.0,3.7993136472466085,0.0006996541633412789,1.8482497083664178,2614.0462356511375
2021-07-12,1428689.0,26405.0,37454055.0,3.800715615855281,0.001401968608672366,1.8481978933133802,2621.568094945786
2021-07-13,1429029.0,26414.0,37564476.0,3.801620111731844,0.0009044958765631606,1.848387961335984,2628.6713565644923
2021-07-14,1429369.0,26427.0,37613760.0,3.8025246076084067,0.0009044958765627165,1.8488577826999186,2631.4940368792104
2021-07-15,1429747.0,26436.0,37679387.0,3.8035301942005857,0.0010055865921789753,1.848998459167951,2635.3884288618897
2021-07-16,1430127.0,26450.0,37747547.0,3.804541101356744,0.0010109071561581473,1.8494860945915994,2639.4541883343227
2021-07-17,1430437.0,26452.0,37794221.0,3.8053657887736096,0.0008246874168658103,1.8492250969458983,2642.1450927234127
2021-07-18,1430740.0,26457.0,37798244.0,3.806171854216547,0.0008060654429371539,1.8491829402966298,2641.866726309462
2021-07-19,1431378.0,26466.0,37907486.0,3.807869114126097,0.001697259909550386,1.848987479198367,2648.3211283113196
2021-07-20,1431691.0,26468.0,0.0,3.8087017823889333,0.0008326682628361226,1.8487229437078252,0.0
